Name,DataType,Address,Comment [en-GB],Acquisition mode,Acquisition cycle
DB SETPOINTS.PID.HI_TEMP_CTRL_STEAM.OP_MAX,Real,%DB40.DBD1510,OUTPUT MAX VALUE (LMN_HLM),Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_TEMP_CTRL.CYCLE_TIME,Int,%DB40.DBW1728,SAMPLE TIME (CYCLE),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_1_PID_FLOW_2,Real,%DB40.DBD432,GRATE PID AIR FLOW POINT 2,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.RC_TEMP_ABV_WOOD_TEMP,Bool,%DB30.DBX13.6,RESIDENCE CHAMBER IS ABOVE WOOD BURNING TEMPERATURE,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.WOOD_FEED.STOKER_SPRINKLER_STAT,Int,%DB1.DBW184,"STOKER SPRINKLER STATUS (0 = FAULT, 1 = CLOSED, 2 = OPEN)",Cyclic in operation,1 s
DB ALARMS.COOLERS.COOLER3.WORD2.COMMS_FAULT,Bool,%DB11.DBX140.0,COMMUNICATION FAULT,Cyclic in operation,1 s
DB SAFETY.RECV.E13c_K445_ON,Bool,%DB44.DBX5.4,RECIRC AIR FAN DAMPER 3Vas06b ISOLATION CONTACTOR (0=ISOLATED),Cyclic in operation,1 s
DB SEND/RECV COOLER 5.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HYST,Real,%DB165.DBD198,CIRCULATION WATER OUTLET TEMPERATURE ALARM HYSTERESIS,Cyclic in operation,1 s
S10_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB CP8 SPRHEAT SOOTBL 2.Status.StatusWord,Int,%DB118.DBW22,Motor Status Word,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.PUSH_FLOOR.CP2_1SW33_MIN,Bool,%DB45.DBX3.1,CP2 PUSH FLOOR LADDER No 4 MINIMUM PROXIMITY,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD4.CP17_4PT01,Bool,%DB11.DBX14.6,CP17 DEAERATOR PRESSURE TRANSDUCER (4-20mA = xx Bar),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD5.CP18_1TT05,Bool,%DB11.DBX16.4,CP18 STOKER TEMPERATURE PROBE 1,Cyclic in operation,1 s
CP7 8PU01 SELECTED,Bool,%M146.1,CP7 MAIN LIFT PUMP DUTY SELECTED,Cyclic in operation,1 s
DB ALARMS TO SCADA.REMOTE.WORD2,Int,%DB12.DBW84,REMOTE ALARMS - WORD 2,Continuous,1 s
DB ALARMS.PROCESS.WORD1.CP2_SCR_CHN_FST_BLOCK,Bool,%DB11.DBX105.0,CP2 SCRAPER CHAIN CONVEYOR FIRST DISCHARGE BLOCKED ALARM,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP2_1TS05,Real,%DB42.DBD4,CP2 LEVELLING AUGER MOTOR THERMISTOR (PT100 = 0-150 ºC),Cyclic in operation,1 s
UreaPID_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.START.TIMERS.SCRAP_CHN_CONV_1MTR03,S5Time,%DB30.DBW82,SCRAPER CHAIN CONVEYOR,Cyclic in operation,1 s
IDB GR HYD PUMP 1 PBUS.Control.RefSpeed,Real,%DB503.DBD32,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB SEND/RECV COOLER 4.RECV.PROCESS_VALUES.COOL_FAN_ACT_SPD,Real,%DB164.DBD26,COOLING FANS ACTUAL SPEED,Cyclic in operation,1 s
IDB CP2 HYD PUMP.Status.StatusWord,Int,%DB100.DBW22,Motor Status Word,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FLOW_5,Real,%DB40.DBD88,STOKER PID AIR FLOW POINT 5,Cyclic in operation,1 s
IDB ST HYD PUMP 3 PBUS.Send.ControlWord,Word,%DB502.DBW8,Control Word,Cyclic in operation,1 s
DB SETPOINTS.PID.TURBINE_STEAM_BLEED.MANUAL_VAL,Real,%DB40.DBD1914,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_2TT06.HYST,Real,%DB41.DBD2064,ALARM HISTERESYS,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2SW14,Bool,%DB45.DBX13.3,CP8 ECONOMISER SOOTBLOWER 3 EXTENDED PROXIMITY SWITCH,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_38,Bool,%DB2.DBX298.5,Profibus Node,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD5.CP18_1TT04,Bool,%DB11.DBX17.3,CP18 RESIDENCE CHAMBER TEMPERATURE PROBE 3,Cyclic in operation,1 s
DB SETPOINTS.PID.OIL_BURNER.MANUAL_VAL,Real,%DB40.DBD1684,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.LO.WORD5,Int,%DB12.DBW58,LOW ALARMS - WORD 5,Continuous,1 s
DB LV GEN POWER METER.KW3,Real,%DB201.DBD136,ACTIVE POWER PHASE 3 (KW),Cyclic in operation,1 s
IDB CP5 OIL BURNER.Rem_Cmds.RunFwd,Bool,%DB125.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
IDB CP13 FILT DISCH FAN.Rem_Cmds.RunFwd,Bool,%DB130.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
IDB PLC.PLC.LEDs.BUS2F,Bool,%DB2.DBX52.5,CPU Interface BUS 2 (PROFINET) Fault Status,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_1TT11.HYST,Real,%DB41.DBD1456,ALARM HISTERESYS,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP7_7TT08,Real,%DB42.DBD88,CP7 AMBIENT TEMPERATURE (4-20mA = 0-150 ºC),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_8LT04.LOLO,Real,%DB41.DBD1644,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
IDB CP13 RECIRC AIR FAN.Rem_Cmds.RemoteCtrl,Bool,%DB145.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
IDB CP7 HP DOSING PUMP.Status.StatusWord,Int,%DB184.DBW22,Motor Status Word,Cyclic in operation,1 s
CP7 PP AUTO C_OVER OCC,Bool,%M152.3,CP7 PLANT WATER PUMP AUTO CHANGEOVER OCCURED,Cyclic in operation,1 s
DB EMISSIONS DATA.WID_ALARM_COUNT_M,Int,%DB300.DBW172,WID ALARM COUNTER MINUTES,Cyclic in operation,1 s
FEED1_SHOW,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD5.CP18_1TT09,Bool,%DB11.DBX17.6,CP18 SECONDARY AIR DUCT AIR TEMPERATURE PROBE,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.STK_2_TRAV_MAX_TIMEOUT,Int,%DB40.DBW886,STOKER 2 TRAVERSE MAXIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB SAFETY.RECV.EN_2CV02,Bool,%DB44.DBX9.1,SAFETY ENABLE 2CV02 BLOWOUT VALVE (1=OK),Cyclic in operation,1 s
DB SEND/RECV COOLER 4.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HYST,Real,%DB164.DBD198,CIRCULATION WATER OUTLET TEMPERATURE ALARM HYSTERESIS,Cyclic in operation,1 s
Stoker2Curves_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.HIHI.WORD4.CP17_4LC02,Bool,%DB11.DBX29.1,CP17 DEAERATOR WATER LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SECOND_AIR_FAN.O2_PID_O2_SP_5,Real,%DB40.DBD768,SECONDARY AIR FAN PID CONTROLLER O2 SETPOINT 5,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3TI01d.HI,Real,%DB41.DBD1156,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_OUT_2,Real,%DB40.DBD160,STOKER PID AIR FAN SPEED OUTPUT 2,Cyclic in operation,1 s
DB SAFETY.RECV.CP19_3EM01,Bool,%DB44.DBX5.1,BOILER PANEL CP19 LO COMBUSTION CHAMBER OXYGEN LEVEL TRIP (1=HEALTHY),Cyclic in operation,1 s
DB ALARMS TO SCADA.SUPPLIES.WORD3,Int,%DB12.DBW90,POWER SUPPLY ALARMS - WORD 3,Continuous,1 s
DB ALARMS TO SCADA.ANALOGUE.HIHI.WORD4,Int,%DB12.DBW28,HIGH HIGH ALARMS - WORD 4,Continuous,1 s
DB PROCESS VALUES.MISCELLANEOUS.TURBINE_2.VOLT_L2_L3,Real,%DB42.DBD1416,VOLTAGE L2-L3,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_1_PID_FLOW_1,Real,%DB40.DBD428,GRATE PID AIR FLOW POINT 1,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_1SW10,Bool,%DB45.DBX7.0,CP18 STOKER 1 FORWARD PROXIMITY SWITCH,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_K93,Bool,%DB45.DBX7.6,CP18 STOKER 3 FORWARD RUN RELAY,Cyclic in operation,1 s
IDB CP2 SCRAPER CHAIN DP.Load,Real,%DB522.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
IDB CP7 MN FEED PUMP.Rem_Cmds.RemoteCtrl,Bool,%DB180.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.BURNER.RECIRC_DAMPER_STAT,Int,%DB1.DBW156,"CP13 RECIRCULATION AIR DAMPER STATUS (0 = FAULT, 1 = CLOSED, 2 = OPEN)",Cyclic in operation,1 s
IDB FEED PUMP 2 PBUS.Control.RefSpeed,Real,%DB509.DBD32,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB SAFETY.RECV.CP19_2TSZ01,Bool,%DB44.DBX4.4,BOILER PANEL CP19 HI HI STEAM OUTLET TEMP GUARD TRIP (1=HEALTHY),Cyclic in operation,1 s
DB LV GEN POWER METER.M5_PAC3200.I2,Real,%DB201.DBD28,CURRENT PHASE 2 (AMPS),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2SW10,Bool,%DB45.DBX12.3,CP8 ECONOMISER SOOTBLOWER 1 EXTENDED PROXIMITY SWITCH,Cyclic in operation,1 s
DB PROCESS VALUES.PID.FEED_WTR_TANK_TEMP_CTRL.PID_ACTV,Bool,%DB42.DBX1920.1,PID CONTROLLER ACTIVE,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.MAINS.CP1_K261_ON,Bool,%DB45.DBX0.5,CP1 MAINS A.C.B. CLOSED (GRID) (1=ON),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_1FT02.HYST,Real,%DB41.DBD1360,ALARM HISTERESYS,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_2_SPD_MIN,Real,%DB40.DBD540,GRATE MINIMUM SPEED,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.FILTER.FILT2_OUT_GT_IN_ALM,Int,%DB40.DBW990,FILTER 2 OUTLET TEMPERATURE GREATER THAN INLET TEMPERATURE ALARM TIME (SEC),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SECOND_AIR_FAN.O2_PID_LOAD_3,Real,%DB40.DBD740,SECONDARY AIR FAN PID CONTROLLER LOAD POINT 3,Cyclic in operation,1 s
DB MV TURB POWER METER.KWh,Real,%DB202.DBD164,ACTIVE ENERGY USAGE (KWh),Cyclic in operation,1 s
DB SEND/RECV COOLER 5.SEND.TIMES.ADIABATIC_MIN_RUN_TIME,Time,%DB165.DBD218,COOLER ADIABATIC SYSTEM MINIMUM RUN TIME,Cyclic in operation,1 s
IDB CP13 RS INCL SCR DP.Load,Real,%DB559.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB LV GRID POWER METER.M4_PAC3200.I2,Real,%DB200.DBD28,CURRENT PHASE 2 (AMPS),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT05.HI,Real,%DB41.DBD2180,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD1.CP2_LEV_AUG_OI_DET,Bool,%DB11.DBX104.6,CP2 LEVELLING AUGER OVERCURRENT DETECTION ALARM,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FLOW_3,Real,%DB40.DBD80,STOKER PID AIR FLOW POINT 3,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK5.ALARM124,Bool,%DB400.DBX239.4,OIL MIST SEPARATOR ON,Cyclic in operation,1 s
IDB CP13 FILTER 1 HEATER.Status.StatusWord,Int,%DB135.DBW22,Motor Status Word,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.OP_MODES.OP_MODE_7,Bool,%DB30.DBX8.7,SYSTEM IN OPERATION MODE 7 (SHUTDOWN 1 - PURGE),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2PT01.HIHI,Real,%DB41.DBD2688,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
4CV03_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB PRIM AIR FAN PBUS.Status.ActualSpeed,Real,%DB513.DBD46,Actual Speed in Percentage (%),Cyclic in operation,1 s
IDB CP13 PAC FEED SCR DP.Load,Real,%DB556.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.FILTER.RES_SILO_BELLOWS_RAISE,Bool,%DB1.DBX29.7,RESIDUE SILO BELLOWS MANUAL RAISE SELECT (SCADA),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2PT05.HI,Real,%DB41.DBD2916,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.START.TIMERS.PUSH_FLOOR_1HP01,S5Time,%DB30.DBW88,PUSH FLOOR TRAVEL SOLENOIDS,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BOILER.BLOWDOWN_COOL_VLV_OPN,Bool,%DB1.DBX22.6,CP19 BLOWDOWN VESSEL WATER COOLING VALVE MANUAL OPEN SELECT (SCADA),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SOOTBLOWERS.START_SOOTBLOW_TEMP_STRT,Real,%DB40.DBD712,TEMPERATURE SETPOINT TO START SOOTBLOWERS,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SOOTBLOWERS.START_SOOTBLOW_FLOW_SP,Real,%DB40.DBD724,FLOW SETPOINT TO START SOOTBLOWERS,Cyclic in operation,1 s
CP1 M6 PAC3200 RX OK,Bool,%M200.2,CP1 DATA RECEIVED OK FROM M6 MV TURBINE POWER METER,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_U112_DP.HI,Real,%DB41.DBD836,HIGH ALARM SETPOINT,Cyclic in operation,1 s
IDB CP13 FILT DISCH FAN.Rem_Cmds.RemoteCtrl,Bool,%DB130.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.FILTER.DIF_PRESS_STRT_VENT,Real,%DB40.DBD696,DIFFERENTIAL PRESSURE TO START VENT FILTER,Cyclic in operation,1 s
CP7 8PU01/02 SELECT,Bool,%M146.0,CP7 LIFT PUMP DUTY REQUEST (SCADA) (0=MAIN. 1=STANDBY),Cyclic in operation,1 s
GRATE_PMP_SHOW,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_2_PID_FLOW_1,Real,%DB40.DBD488,GRATE PID AIR FLOW POINT 1,Cyclic in operation,1 s
S12_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB PROCESS VALUES.PID.STOKER_1.OUTPUT,Real,%DB42.DBD1758,OUTPUT VALUE,Cyclic in operation,1 s
ILocks Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB CP3 STOKER HYD PMP 2.Status.Running,Bool,%DB113.DBX20.7,Motor Running,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP17_8LT01,Real,%DB42.DBD200,CP17 PLANT WATER TANK LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT02.HI,Real,%DB41.DBD2340,HIGH ALARM SETPOINT,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_11,Bool,%DB2.DBX295.2,Profibus Node,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD1.CP3_ENMASSE_CHAIN_ROT,Bool,%DB11.DBX105.6,CP3 EN-MASSE CHAIN CONVEYOR ROTATION FAULT,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_TEMP_CTRL.OP_MIN,Real,%DB40.DBD1744,OUTPUT MIN VALUE (LMN_LLM),Cyclic in operation,1 s
DB SETPOINTS.PID.SECOND_FAN.SP,Real,%DB40.DBD1398,INTERNAL SETPOINT,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2CV01_POS,Real,%DB42.DBD360,CP19 SUPERHEATER 2 STEAM OUTLET VALVE ACTUAL POSITION (4-20mA=???),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.GRT_1_TRAV_INTERVAL,Int,%DB40.DBW950,GRATE 1 TRAVERSE INTERVAL TIME (SEC),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_S2541,Bool,%DB45.DBX20.2,CP13 RACK 4 RESIDUE SILO LOADING BELLOWS SLACK ROPE PROXIMITY,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.HIHI.WORD6.CP19_2PT01,Bool,%DB11.DBX32.4,CP19 STEAM DRUM PRESSURE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_1FT03.HIHI,Real,%DB41.DBD1408,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
IDB CP7 HP DOSING PUMP.Rem_Cmds.RunFwd,Bool,%DB184.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2PT01,Real,%DB42.DBD336,CP19 STEAM DRUM PRESSURE (4-20mA = 0-63 Bar),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.WOOD_FEED.SLIDE_VLV_OPN,Bool,%DB1.DBX4.6,CP3 SLIDE VALVE MANUAL OPEN SELECT (SCADA),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.STOKER_RUNON_TIME_MODE7,Int,%DB40.DBW892,STOKER RUN-ON TIME IN AUTO MODE 7 - PURGE (MIN),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FLOW_OUT_2,Real,%DB40.DBD200,STOKER PID AIR FLOW OUTPUT 2,Cyclic in operation,1 s
IDB CP13 BS BLOW SEAL.Rem_Cmds.RemoteCtrl,Bool,%DB142.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_TEMP_CTRL.GAIN,Real,%DB40.DBD1734,P TERM (GAIN),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.MAINS.CP1_VC6_P17,Bool,%DB45.DBX0.6,CP1 TURBINE 11KV MV SWITCH CLOSED (1=ON),Cyclic in operation,1 s
DB LV GRID POWER METER.KWtot,Real,%DB200.DBD156,TOTAL ACTIVE POWER (KW),Cyclic in operation,1 s
IDB CP3 EN-MASSE CHN DP.Status,Int,%DB530.DBW2,Motor Status,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.CP8_SOOTB_1_INSERV,Bool,%DB1.DBX21.0,CP8 SOOTBLOWER 1 IN SERVICE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_2PT06.HYST,Real,%DB41.DBD1712,ALARM HISTERESYS,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BOILER.DEAERATOR_OVERFL_VLV_OPN,Bool,%DB1.DBX23.3,CP17 DEAERATOR OVERFLOW VALVE MANUAL OPEN SELECT (SCADA),Cyclic in operation,1 s
DB SAFETY.RECV.EN_2CV06,Bool,%DB44.DBX9.2,SAFETY ENABLE 2CV06 SOOTBLOWER STOP VALVE (1=OK),Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.LOLO.WORD5,Int,%DB12.DBW72,LOW LOW ALARMS - WORD 5,Continuous,1 s
STOP UREA SKID,Timer,%T101,UREA DeNOx SKID STOP DELAY TIMER,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.FILTER.BS_MAINT_VLV_MD,Bool,%DB1.DBX31.4,BICARB SILO MAINTENANCE BUTTERFLY VALVE MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
BS_PULSE VLV ACTIVE,Bool,%M118.2,BICARB SILO PULSE VALVE ACTIVE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_1FT02.LO,Real,%DB41.DBD1352,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BURNER.GRATE_1_MAN_MD,Bool,%DB1.DBX37.0,CP3 GRATE 1 TRAVERSE MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2MTR02_FWD,Bool,%DB45.DBX10.4,CP8 SUPERHEATER SOOTBLOWER 2 MOTOR RUN FORWARD,Cyclic in operation,1 s
DB SETPOINTS.PID.PRESS_CTRL_STEAM_OUT.MANUAL_VAL,Real,%DB40.DBD1638,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
DB PROCESS VALUES.PID.BOILER_FEED_WATER_VLV.PID_ACTV,Bool,%DB42.DBX1590.1,PID CONTROLLER ACTIVE,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.PUSH_FLOOR.CP2_LAD_5_INSERV,Bool,%DB1.DBX3.0,CP2 PUSH FLOOR LADDER 5 IN SERVICE,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD6.CP19_2TT01,Bool,%DB11.DBX19.6,CP19 TEMPERATURE BEFORE DESUPERHEATER,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_K921,Bool,%DB45.DBX6.7,CP18 STOKER 1 REVERSE RUN RELAY,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FLOW_OUT_4,Real,%DB40.DBD208,STOKER PID AIR FLOW OUTPUT 4,Cyclic in operation,1 s
1MTR14_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_PRDS_CTRL.RAMP_EN,Bool,%DB40.DBX1204.2,RAMP ENABLED (1=ENABLED),Cyclic in operation,1 s
IDB CP13 FILTER 2 HEATER.Rem_Cmds.RunFwd,Bool,%DB136.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
IDB CP8 BOILER SOOTBLO 2.Status.StatusWord,Int,%DB120.DBW22,Motor Status Word,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD6.CP17_5CV01_TIMEOUT,Bool,%DB11.DBX115.1,CP17 TURBINE STEAM BLEED TO DEAERATOR VALVE TIMEOUT ALARM,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK5.ALARM101,Bool,%DB400.DBX236.5,COMMON TRIP,Cyclic in operation,1 s
DB PROCESS VALUES.PID.ID_FAN.OUTPUT,Real,%DB42.DBD1638,OUTPUT VALUE,Cyclic in operation,1 s
DB LV GEN POWER METER.KVA1,Real,%DB201.DBD116,APPARANT POWER PHASE 1 (KVA),Cyclic in operation,1 s
WtrTreat_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.PID.HI_TEMP_CTRL_STEAM.INTEGRAL,Int,%DB40.DBW1508,I TERM (TI),Cyclic in operation,1 s
DB SETPOINTS.PID.OIL_BURNER.OP_SCALE,Real,%DB40.DBD1702,OUTPUT SCALE FACTOR (LMN_FAC),Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_PUMP.MAN_AUTO,Bool,%DB40.DBX1894.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2TSZ03,Real,%DB42.DBD324,CP19 TEMPERATURE SWITCH AFTER SUPERHEATER 2 (4-20mA = 0-450 ºC),Cyclic in operation,1 s
Ash_Load_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SAFETY.RECV.CP_RH_ESPB_OK,Bool,%DB44.DBX3.2,CONTROL ROOM R/HAND EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD6.CP19_2CV01_POS,Bool,%DB11.DBX19.2,CP19 SUPERHEATER 2 STEAM OUTLET VALVE ACTUAL POSITION,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_3TI01b,Real,%DB42.DBD128,CP13 RACK 4 FILTER 1 OUTLET AIR TEMPERATURE (4..20mA = -50 - +300ºC),Cyclic in operation,1 s
IDB GR HYD PUMP 1 PBUS.Status.ActualSpeed,Real,%DB503.DBD38,Actual Speed in Percentage (%),Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.WOOD_FEED.STK_3_STATUS,Int,%DB1.DBW172,CP3 STOKER 3 SOLENOIDS STATUS (SCADA DISPLAY),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT01.HIHI,Real,%DB41.DBD2304,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SAFETY.RECV.CP3_ESPB_OK,Bool,%DB44.DBX2.4,BURNER PANEL CP3 EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.BURNER.CP18_1SW45,Bool,%DB45.DBX15.1,CP18 GRATE 2 REVERSE SWITCH 1,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4TT01.HIHI,Real,%DB41.DBD1888,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT03.HI,Real,%DB41.DBD2372,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SOOTBLOWERS.START_SOOTBLOW_PRESS_SP,Real,%DB40.DBD716,PRESSURE SETPOINT TO START SOOTBLOWERS,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_1_PID_FLOW_OUT_3,Real,%DB40.DBD456,GRATE PID AIR FLOW OUTPUT 3,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.BURNER.GRATE_TIMER_REMAIN,Int,%DB1.DBW144,GRATES RUN-ON TIMER REMAINING TIME (MODE 8),Cyclic in operation,1 s
